date,name,iso,lat,long,confirmed,deaths,recovered,active,fatality_rate,last_update
2020-09-01,Somalia,SOM,5.1521,46.1996,3310,98,2481,731,0.0296,2020-09-02 04:28:25
2020-09-01,South Africa,ZAF,-30.5595,22.9375,628259,14263,549993,64003,0.0227,2020-09-02 04:28:25
2020-09-01,South Sudan,SSD,6.8770000000000024,31.307,2527,47,1290,1190,0.0186,2020-09-02 04:28:25
2020-09-01,Spain,ESP,37.5443,-4.7278,30767,1500,10671,18596,0.0488,2020-09-02 04:28:25
2020-09-01,Spain,ESP,41.5976,-0.9057,26641,1096,3772,21773,0.0411,2020-09-02 04:28:25
2020-09-01,Spain,ESP,43.3614,-5.8593,3354,335,1063,1956,0.0999,2020-09-02 04:28:25
2020-09-01,Spain,ESP,39.710358,2.995148,8337,238,1533,6566,0.0285,2020-09-02 04:28:25
2020-09-01,Spain,ESP,39.484,-0.7533,25006,1473,9970,13563,0.0589,2020-09-02 04:28:25
2020-09-01,Spain,ESP,28.2916,-16.6291,7302,174,1537,5591,0.0238,2020-09-02 04:28:25
2020-09-01,Spain,ESP,43.1828,-3.9878,4199,221,2287,1691,0.0526,2020-09-02 04:28:25
2020-09-01,Spain,ESP,39.2796,-3.0977,24157,3043,6392,14722,0.126,2020-09-02 04:28:25
2020-09-01,Spain,ESP,41.8357,-4.3976,29248,2841,8716,17691,0.0971,2020-09-02 04:28:25
2020-09-01,Spain,ESP,41.5912,1.5209,110667,5749,26203,78715,0.0519,2020-09-02 04:28:25
2020-09-01,Spain,ESP,35.8894,-5.3213,290,5,163,122,0.0172,2020-09-02 04:28:25
2020-09-01,Spain,ESP,39.4937,-6.0679,5158,527,2652,1979,0.1022,2020-09-02 04:28:25
2020-09-01,Spain,ESP,42.5751,-8.1339,14663,644,9204,4815,0.0439,2020-09-02 04:28:25
2020-09-01,Spain,ESP,42.2871,2.5396,5786,372,3107,2307,0.0643,2020-09-02 04:28:25
2020-09-01,Spain,ESP,40.4168,-3.7038,128178,8662,40736,78780,0.0676,2020-09-02 04:28:25
2020-09-01,Spain,ESP,35.2923,-2.9381,355,2,125,228,0.0056,2020-09-02 04:28:25
2020-09-01,Spain,ESP,37.9922,-1.1307,6536,156,2180,4200,0.0239,2020-09-02 04:28:25
2020-09-01,Spain,ESP,42.6954,-1.6761,10135,535,3905,5695,0.0528,2020-09-02 04:28:25
2020-09-01,Spain,ESP,42.9896,-2.6189,30194,1579,16160,12455,0.0523,2020-09-02 04:28:25
2020-09-01,Spain,ESP,,,0,0,0,0,0.0,2020-09-02 04:28:25
2020-09-01,Sri Lanka,LKA,7.8731,80.7718,3092,12,2879,201,0.0039,2020-09-02 04:28:25
2020-09-01,Sudan,SDN,12.8628,30.2176,13189,823,6612,5754,0.0624,2020-09-02 04:28:25
2020-09-01,Suriname,SUR,3.9193,-56.0278,4089,72,3171,846,0.0176,2020-09-02 04:28:25
2020-09-01,Sweden,SWE,56.2784,15.017999999999999,609,16,0,593,0.0263,2020-09-02 04:28:25
2020-09-01,Sweden,SWE,61.0917,14.6664,2153,174,0,1979,0.0808,2020-09-02 04:28:25
2020-09-01,Sweden,SWE,61.3012,16.1534,3200,163,0,3037,0.0509,2020-09-02 04:28:25
2020-09-01,Sweden,SWE,57.4684,18.4867,318,6,0,312,0.0189,2020-09-02 04:28:25
2020-09-01,Sweden,SWE,56.8967,12.8034,2152,81,0,2071,0.0376,2020-09-02 04:28:25
2020-09-01,Sweden,SWE,63.1712,14.9592,1189,64,0,1125,0.0538,2020-09-02 04:28:25
2020-09-01,Sweden,SWE,57.3708,14.3439,4951,181,0,4770,0.0366,2020-09-02 04:28:25
2020-09-01,Sweden,SWE,57.235,16.1849,886,63,0,823,0.0711,2020-09-02 04:28:25
2020-09-01,Sweden,SWE,56.7183,14.4115,1407,108,0,1299,0.0768,2020-09-02 04:28:25
2020-09-01,Sweden,SWE,66.8309,20.3992,1664,88,0,1576,0.0529,2020-09-02 04:28:25
2020-09-01,Sweden,SWE,59.535,15.0066,2659,171,0,2488,0.0643,2020-09-02 04:28:25
2020-09-01,Sweden,SWE,58.3454,15.5198,3812,263,0,3549,0.069,2020-09-02 04:28:25
2020-09-01,Sweden,SWE,55.9903,13.5958,4802,270,0,4532,0.0562,2020-09-02 04:28:25
2020-09-01,Sweden,SWE,59.0336,16.7519,2429,253,0,2176,0.1042,2020-09-02 04:28:25
2020-09-01,Sweden,SWE,59.6025,18.1384,23053,2398,0,20655,0.104,2020-09-02 04:28:25
2020-09-01,Sweden,SWE,60.0092,17.2715,3777,242,0,3535,0.0641,2020-09-02 04:28:25
2020-09-01,Sweden,SWE,59.7294,13.2354,1180,73,0,1107,0.0619,2020-09-02 04:28:25
2020-09-01,Sweden,SWE,65.3337,16.5162,866,31,0,835,0.0358,2020-09-02 04:28:25
2020-09-01,Sweden,SWE,63.4276,17.7292,1853,133,0,1720,0.0718,2020-09-02 04:28:25
2020-09-01,Sweden,SWE,59.6714,16.2159,2741,183,0,2558,0.0668,2020-09-02 04:28:25
2020-09-01,Sweden,SWE,58.2528,13.0596,18820,852,0,17968,0.0453,2020-09-02 04:28:25
2020-09-01,Switzerland,CHE,46.8182,8.2275,42393,2011,36300,4082,0.0474,2020-09-02 04:28:25
2020-09-01,Syria,SYR,34.8021,38.9968,2830,116,646,2068,0.041,2020-09-02 04:28:25
2020-09-01,Taiwan*,TWN,23.7000,121.0000,488,7,462,19,0.0143,2020-09-02 04:28:25
2020-09-01,Tajikistan,TJK,38.861034000000004,71.276093,8619,68,7413,1138,0.0079,2020-09-02 04:28:25
2020-09-01,Tanzania,TZA,-6.3690,34.8888,509,21,183,305,0.0413,2020-09-02 04:28:25
2020-09-01,Thailand,THA,15.8700,100.9925,3425,58,3274,93,0.0169,2020-09-02 04:28:25
2020-09-01,Timor-Leste,TLS,-8.5500,125.5600,27,0,25,2,0.0,2020-09-02 04:28:25
2020-09-01,Togo,TGO,8.6195,0.8248,1416,28,1035,353,0.0198,2020-09-02 04:28:25
2020-09-01,Trinidad and Tobago,TTO,10.6918,-61.2225,1797,27,685,1085,0.015,2020-09-02 04:28:25
2020-09-01,Tunisia,TUN,33.8869,9.5375,3963,80,1624,2259,0.0202,2020-09-02 04:28:25
2020-09-01,Turkey,TUR,38.9637,35.2433,271705,6417,245929,19359,0.0236,2020-09-02 04:28:25
2020-09-01,US,USA,32.3182,-86.9023,127616,2200,0,125416,0.0172,2020-09-02 04:28:25
2020-09-01,US,USA,61.3707,-152.4044,5297,39,0,5258,0.0074,2020-09-02 04:28:25
2020-09-01,US,USA,33.7298,-111.4312,202342,5044,0,197298,0.0249,2020-09-02 04:28:25
2020-09-01,US,USA,34.9697,-92.3731,61497,814,0,60683,0.0132,2020-09-02 04:28:25
2020-09-01,US,USA,36.1162,-119.6816,715617,13150,0,702467,0.0184,2020-09-02 04:28:25
2020-09-01,US,USA,39.0598,-105.3111,57755,1946,0,55809,0.0337,2020-09-02 04:28:25
2020-09-01,US,USA,41.5978,-72.7554,53006,4466,0,48540,0.0843,2020-09-02 04:28:25
2020-09-01,US,USA,39.3185,-75.5071,17535,605,0,16930,0.0345,2020-09-02 04:28:25
2020-09-01,US,USA,35.4437,139.6380,49,0,0,49,0.0,2020-08-04 02:27:56
2020-09-01,US,USA,38.8974,-77.0268,14049,607,0,13442,0.0432,2020-09-02 04:28:25
2020-09-01,US,USA,27.7663,-81.6868,631040,11374,0,619666,0.018,2020-09-02 04:28:25
2020-09-01,US,USA,33.0406,-83.6431,272697,5733,0,266964,0.021,2020-09-02 04:28:25
2020-09-01,US,USA,37.6489,-122.6655,103,3,0,100,0.0291,2020-08-04 02:27:56
2020-09-01,US,USA,13.4443,144.7937,1447,13,0,1434,0.009,2020-09-02 04:28:25
2020-09-01,US,USA,21.0943,-157.4983,8653,74,0,8579,0.0086,2020-09-02 04:28:25
2020-09-01,US,USA,44.2405,-114.4788,32353,367,0,31986,0.0113,2020-09-02 04:28:25
2020-09-01,US,USA,40.3495,-88.9861,238216,8273,0,229943,0.0347,2020-09-02 04:28:25
2020-09-01,US,USA,39.8494,-86.2583,94891,3312,0,91579,0.0349,2020-09-02 04:28:25
2020-09-01,US,USA,42.0115,-93.2105,65847,1125,0,64722,0.0171,2020-09-02 04:28:25
2020-09-01,US,USA,38.5266,-96.7265,42962,456,0,42506,0.0106,2020-09-02 04:28:25
2020-09-01,US,USA,37.6681,-84.6701,49185,948,0,48237,0.0193,2020-09-02 04:28:25
2020-09-01,US,USA,31.1695,-91.8678,148882,4984,0,143898,0.0335,2020-09-02 04:28:25
2020-09-01,US,USA,44.6939,-69.3819,4549,132,0,4417,0.029,2020-09-02 04:28:25
2020-09-01,US,USA,39.0639,-76.8021,108863,3761,0,105102,0.0345,2020-09-02 04:28:25
2020-09-01,US,USA,42.2302,-71.5301,128888,9064,0,119824,0.0703,2020-09-02 04:28:25
2020-09-01,US,USA,43.3266,-84.5361,113820,6767,0,107053,0.0595,2020-09-02 04:28:25
2020-09-01,US,USA,45.6945,-93.9002,76355,1871,0,74484,0.0245,2020-09-02 04:28:25
2020-09-01,US,USA,32.7416,-89.6787,83584,2493,0,81091,0.0298,2020-09-02 04:28:25
2020-09-01,US,USA,38.4561,-92.2884,86738,1562,0,85176,0.018,2020-09-02 04:28:25
2020-09-01,US,USA,46.9219,-110.4544,7509,105,0,7404,0.014,2020-09-02 04:28:25
2020-09-01,US,USA,41.1254,-98.2681,34574,399,0,34175,0.0115,2020-09-02 04:28:25
2020-09-01,US,USA,38.3135,-117.0554,69633,1313,0,68320,0.0189,2020-09-02 04:28:25
2020-09-01,US,USA,43.4525,-71.5639,7297,432,0,6865,0.0592,2020-09-02 04:28:25
2020-09-01,US,USA,40.2989,-74.5210,192290,15950,0,176340,0.0829,2020-09-02 04:28:25
2020-09-01,US,USA,34.8405,-106.2485,25460,787,0,24673,0.0309,2020-09-02 04:28:25
2020-09-01,US,USA,42.1657,-74.9481,435510,32966,0,402544,0.0757,2020-09-02 04:28:25
2020-09-01,US,USA,35.6301,-79.8064,169424,2741,0,166683,0.0162,2020-09-02 04:28:25
2020-09-01,US,USA,47.5289,-99.7840,12000,145,0,11855,0.0121,2020-09-02 04:28:25
2020-09-01,US,USA,15.0979,145.6739,57,2,0,55,0.0351,2020-09-02 04:28:25
2020-09-01,US,USA,40.3888,-82.7649,124606,4166,0,120440,0.0334,2020-09-02 04:28:25
2020-09-01,US,USA,35.5653,-96.9289,59398,808,0,58590,0.0136,2020-09-02 04:28:25
2020-09-01,US,USA,44.5720,-122.0709,26946,464,0,26482,0.0172,2020-09-02 04:28:25
2020-09-01,US,USA,40.5908,-77.2098,139548,7678,0,131870,0.055,2020-09-02 04:28:25
2020-09-01,US,USA,18.2208,-66.5901,33421,435,0,32986,0.013,2020-09-02 04:28:25
2020-09-01,US,USA,0.0,0.0,0,0,2202663,-2202663,0.0,2020-09-02 04:28:25
2020-09-01,US,USA,41.6809,-71.5118,22002,1050,0,20952,0.0477,2020-09-02 04:28:25
2020-09-01,US,USA,33.8569,-80.9450,119846,2757,0,117089,0.023,2020-09-02 04:28:25
2020-09-01,US,USA,44.2998,-99.4388,13749,167,0,13582,0.0121,2020-09-02 04:28:25
2020-09-01,US,USA,35.7478,-86.6923,156329,1781,0,154548,0.0114,2020-09-02 04:28:25
2020-09-01,US,USA,31.0545,-97.5635,637721,12919,0,624802,0.0203,2020-09-02 04:28:25
2020-09-01,US,USA,40.1500,-111.8624,52403,409,0,51994,0.0078,2020-09-02 04:28:25
2020-09-01,US,USA,44.0459,-72.7107,1635,58,0,1577,0.0355,2020-09-02 04:28:25
2020-09-01,US,USA,18.3358,-64.8963,1143,15,0,1128,0.0131,2020-09-02 04:28:25
2020-09-01,US,USA,37.7693,-78.1700,121593,2612,0,118981,0.0215,2020-09-02 04:28:25
2020-09-01,US,USA,47.4009,-121.4905,74939,1931,0,73008,0.0258,2020-09-02 04:28:25
2020-09-01,US,USA,38.4912,-80.9545,10513,224,0,10289,0.0213,2020-09-02 04:28:25
2020-09-01,US,USA,44.2685,-89.6165,76584,1130,0,75454,0.0148,2020-09-02 04:28:25
2020-09-01,US,USA,42.7560,-107.3025,3874,37,0,3837,0.0096,2020-09-02 04:28:25
2020-09-01,Uganda,UGA,1.3733,32.2903,3037,32,1489,1516,0.0105,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,49.4444,32.0598,1594,38,986,570,0.0238,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,51.4982,31.2893,1941,22,586,1333,0.0113,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,48.2917,25.9352,10420,284,6273,3863,0.0273,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,45.2835,34.2008,2453,31,1698,724,0.0126,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,48.4647,35.0462,2398,49,1200,1149,0.0204,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,48.0159,37.8028,1448,21,871,556,0.0145,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,48.9226,24.7111,9348,219,3400,5729,0.0234,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,49.9935,36.2304,9338,207,3270,5861,0.0222,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,46.6354,32.6169,400,12,269,119,0.03,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,49.423,26.9871,2519,46,1372,1101,0.0183,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,50.4501,30.5234,13546,213,4382,8951,0.0157,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,50.053000000000004,30.7667,5755,97,3652,2006,0.0169,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,48.5079,32.2623,816,46,695,75,0.0564,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,48.574,39.3078,320,3,190,127,0.0094,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,49.8397,24.0297,14703,402,4449,9852,0.0273,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,46.975,31.9946,1284,29,590,665,0.0226,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,46.4846,30.7326,7494,108,1787,5599,0.0144,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,49.5883,34.5514,808,20,512,276,0.0248,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,50.6199,26.2516,9269,131,6617,2521,0.0141,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,44.6054,33.522,523,18,404,101,0.0344,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,50.9077,34.7981,1532,24,695,813,0.0157,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,49.5535,25.5948,6194,72,3088,3034,0.0116,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,49.2331,28.4682,4044,85,2843,1116,0.021,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,50.7472,25.3254,5523,121,3917,1485,0.0219,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,48.6208,22.2879,7600,263,3334,4003,0.0346,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,47.8388,35.1396,1627,25,918,684,0.0154,2020-09-02 04:28:25
2020-09-01,Ukraine,UKR,50.2547,28.6587,3382,68,1906,1408,0.0201,2020-09-02 04:28:25
2020-09-01,United Arab Emirates,ARE,23.4241,53.8478,70805,384,61491,8930,0.0054,2020-09-02 04:28:25
2020-09-01,United Kingdom,GBR,18.2206,-63.0686,3,0,3,0,0.0,2020-09-02 04:28:25
2020-09-01,United Kingdom,GBR,32.3078,-64.7505,172,9,157,6,0.0523,2020-09-02 04:28:25
2020-09-01,United Kingdom,GBR,18.4207,-64.64,47,1,8,38,0.0213,2020-09-02 04:28:25
2020-09-01,United Kingdom,GBR,19.3133,-81.2546,205,1,204,0,0.0049,2020-09-02 04:28:25
2020-09-01,United Kingdom,GBR,49.3723,-2.3644,630,48,545,37,0.0762,2020-09-02 04:28:25
2020-09-01,United Kingdom,GBR,52.3555,-1.1743,291179,36854,0,254325,0.1266,2020-09-02 04:28:25
2020-09-01,United Kingdom,GBR,-51.7963,-59.5236,13,0,13,0,0.0,2020-09-02 04:28:25
2020-09-01,United Kingdom,GBR,36.1408,-5.3536,290,0,237,53,0.0,2020-09-02 04:28:25
2020-09-01,United Kingdom,GBR,54.2361,-4.5481,336,24,312,0,0.0714,2020-09-02 04:28:25
2020-09-01,United Kingdom,GBR,16.7425,-62.1874,13,1,12,0,0.0769,2020-09-02 04:28:25
2020-09-01,United Kingdom,GBR,54.7877,-6.4923,7294,560,0,6734,0.0768,2020-09-02 04:28:25
2020-09-01,United Kingdom,GBR,56.4907,-4.2026,20632,2494,0,18138,0.1209,2020-09-02 04:28:25
2020-09-01,United Kingdom,GBR,21.69400000000001,-71.7979,538,4,218,316,0.0074,2020-09-02 04:28:25
2020-09-01,United Kingdom,GBR,,,0,0,0,0,0.0,2020-09-02 04:28:25
2020-09-01,United Kingdom,GBR,52.1307,-3.7837,18063,1596,0,16467,0.0884,2020-09-02 04:28:25
2020-09-01,Uruguay,URY,-32.5228,-55.7658,1611,44,1419,148,0.0273,2020-09-02 04:28:25
2020-09-01,Uzbekistan,UZB,41.3775,64.5853,42127,323,39538,2266,0.0077,2020-09-02 04:28:25
2020-09-01,Venezuela,VEN,6.4238,-66.5897,47756,391,39027,8338,0.0082,2020-09-02 04:28:25
2020-09-01,Vietnam,VNM,14.0583,108.2772,1044,34,735,275,0.0326,2020-09-02 04:28:25
2020-09-01,West Bank and Gaza,PSE,31.9522,35.2332,23281,159,15338,7784,0.0068,2020-09-02 04:28:25
2020-09-01,Western Sahara,ESH,24.2155,-12.8858,10,1,8,1,0.1,2020-09-02 04:28:25
2020-09-01,Yemen,YEM,15.552726999999999,48.516388,1962,570,1160,232,0.2905,2020-09-02 04:28:25
2020-09-01,Zambia,ZMB,-13.1339,27.8493,12381,290,11479,612,0.0234,2020-09-02 04:28:25
2020-09-01,Zimbabwe,ZWE,-19.0154,29.1549,6559,203,5241,1115,0.0309,2020-09-02 04:28:25
2020-10-01,Afghanistan,AFG,33.9391,67.7100,39285,1458,32842,4985,0.0371,2020-10-02 04:23:51
2020-10-01,Albania,ALB,41.1533,20.1683,13806,388,8077,5341,0.0281,2020-10-02 04:23:51
2020-10-01,Algeria,DZA,28.0339,1.6596,51690,1741,36282,13667,0.0337,2020-10-02 04:23:51
2020-10-01,Andorra,AND,42.5063,1.5218,2050,53,1432,565,0.0259,2020-10-02 04:23:51
2020-10-01,Angola,AGO,-11.2027,17.8739,5114,185,2082,2847,0.0362,2020-10-02 04:23:51
2020-10-01,Antigua and Barbuda,ATG,17.0608,-61.7964,101,3,92,6,0.0297,2020-10-02 04:23:51
2020-10-01,Argentina,ARG,-38.4161,-63.6167,765002,20288,603140,141574,0.0265,2020-10-02 04:23:51
2020-10-01,Armenia,ARM,40.0691,45.0382,50850,963,44219,5668,0.0189,2020-10-02 04:23:51
2020-10-01,Australia,AUS,-35.4735,149.0124,113,3,110,0,0.0265,2020-10-02 04:23:51
2020-10-01,Australia,AUS,-33.8688,151.2093,4231,53,3129,1049,0.0125,2020-10-02 04:23:51
2020-10-01,Australia,AUS,-12.4634,130.8456,33,0,31,2,0.0,2020-10-02 04:23:51
2020-10-01,Australia,AUS,-28.0167,153.4000,1160,6,1147,7,0.0052,2020-10-02 04:23:51
2020-10-01,Australia,AUS,-34.9285,138.6007,468,4,464,0,0.0085,2020-10-02 04:23:51
2020-10-01,Australia,AUS,-41.4545,145.9707,230,13,217,0,0.0565,2020-10-02 04:23:51
2020-10-01,Australia,AUS,-37.8136,144.9631,20189,802,19034,353,0.0397,2020-10-02 04:23:51
2020-10-01,Australia,AUS,-31.9505,115.8605,685,9,654,22,0.0131,2020-10-02 04:23:51
2020-10-01,Austria,AUT,47.5162,14.5501,45686,802,36476,8408,0.0176,2020-10-02 04:23:51
2020-10-01,Azerbaijan,AZE,40.1431,47.5769,40309,593,38068,1648,0.0147,2020-10-02 04:23:51
2020-10-01,Bahamas,BHS,24.2500,-76.0000,4123,96,2206,1821,0.0233,2020-10-02 04:23:51
2020-10-01,Bahrain,BHR,26.0667,50.5577,71374,254,65550,5570,0.0036,2020-10-02 04:23:51
2020-10-01,Bangladesh,BGD,23.6850,90.3563,364987,5272,277078,82637,0.0144,2020-10-02 04:23:51
2020-10-01,Barbados,BRB,13.1939,-59.5432,193,7,179,7,0.0363,2020-10-02 04:23:51
2020-10-01,Belarus,BLR,53.7098,27.9534,79019,839,74777,3403,0.0106,2020-10-02 04:23:51
2020-10-01,Belgium,BEL,50.5039,4.4699,121059,10023,19521,91515,0.0828,2020-10-02 04:23:51
2020-10-01,Belize,BLZ,13.1939,-59.5432,1992,27,1246,719,0.0136,2020-10-02 04:23:51
2020-10-01,Benin,BEN,9.3077,2.3158,2357,41,1973,343,0.0174,2020-10-02 04:23:51
2020-10-01,Bhutan,BTN,27.5142,90.4336,282,0,225,57,0.0,2020-10-02 04:23:51
2020-10-01,Bolivia,BOL,-16.2902,-63.5887,135716,8001,96165,31550,0.059,2020-10-02 04:23:51
2020-10-01,Bosnia and Herzegovina,BIH,43.9159,17.6791,27749,861,20947,5941,0.031,2020-10-02 04:23:51
2020-10-01,Botswana,BWA,-22.3285,24.6849,3172,16,710,2446,0.005,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,-9.0238,-70.812,28409,661,26705,1043,0.0233,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,-9.5713,-36.782,87504,2078,84304,1122,0.0237,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,0.902,-52.003,48385,712,36342,11331,0.0147,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,-3.4168,-65.8561,140240,4159,116119,19962,0.0297,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,-12.5797,-41.7007,312050,6795,298001,7254,0.0218,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,-5.4984,-39.3206,241684,9023,214797,17864,0.0373,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,-15.7998,-47.8645,193127,3276,182287,7564,0.017,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,-19.1834,-40.3089,132350,3551,121514,7285,0.0268,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,-15.827,-49.8362,212186,4723,201689,5774,0.0223,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,-4.9609,-45.2744,174195,3766,163892,6537,0.0216,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,-12.6819,-56.9211,124370,3428,105557,15385,0.0276,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,-20.7722,-54.7852,70239,1311,63802,5126,0.0187,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,-18.5122,-44.555,298607,7436,263599,27572,0.0249,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,-1.9981,-54.9306,231743,6582,215527,9634,0.0284,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,-7.24,-36.782,121809,2835,96725,22249,0.0233,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,-25.2521,-52.0215,180805,4527,132065,44213,0.025,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,-8.8137,-36.9541,147872,8279,127590,12003,0.056,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,-7.7183,-42.7289,96849,2127,94884,-162,0.022,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,-5.4026,-36.9541,69715,2395,40400,26920,0.0344,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,-30.0346,-51.2177,197186,4815,182572,9799,0.0244,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,-22.9068,-43.1729,266235,18567,242937,4731,0.0697,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,-11.5057,-63.5806,66261,1367,57267,7627,0.0206,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,-2.7376,-62.0751,50681,654,46135,3892,0.0129,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,-27.2423,-50.2189,216624,2821,205075,8728,0.013,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,-23.5505,-46.6333,991725,35804,856453,99468,0.0361,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,-10.5741,-37.3857,77635,2040,71213,4382,0.0263,2020-10-02 04:23:51
2020-10-01,Brazil,BRA,-10.1753,-48.2982,68606,948,52208,15450,0.0138,2020-10-02 04:23:51
2020-10-01,Brunei,BRN,4.5353,114.7277,146,3,142,1,0.0205,2020-10-02 04:23:51
2020-10-01,Bulgaria,BGR,42.7339,25.4858,20833,825,14634,5374,0.0396,2020-10-02 04:23:51
2020-10-01,Burkina Faso,BFA,12.2383,-1.5616,2088,58,1363,667,0.0278,2020-10-02 04:23:51
2020-10-01,Burma,MMR,21.9162,95.956,14383,321,4156,9906,0.0223,2020-10-02 04:23:51
2020-10-01,Burundi,BDI,-3.3731,29.9189,510,1,472,37,0.002,2020-10-02 04:23:51
2020-10-01,Cabo Verde,CPV,15.1111,-23.6167,6126,61,5338,727,0.01,2020-10-02 04:23:51
2020-10-01,Cambodia,KHM,12.5657,104.9910,278,0,275,3,0.0,2020-10-02 04:23:51
2020-10-01,Cameroon,CMR,3.8480,11.5021,20838,418,19440,980,0.0201,2020-10-02 04:23:51
2020-10-01,Canada,CAN,53.9333,-116.5765,18235,269,16370,1596,0.0148,2020-10-02 04:23:51
2020-10-01,Canada,CAN,53.7267,-127.6476,9220,235,7724,1261,0.0255,2020-10-02 04:23:51
2020-10-01,Canada,CAN,0.0,0.0,0,1,0,-1,0.0,2020-10-02 04:23:51
2020-10-01,Canada,CAN,37.6489,-122.6655,13,0,13,0,0.0,2020-10-02 04:23:51
2020-10-01,Canada,CAN,53.7609,-98.8139,2029,20,1388,621,0.0099,2020-10-02 04:23:51
2020-10-01,Canada,CAN,46.5653,-66.4619,200,2,192,6,0.01,2020-10-02 04:23:51
2020-10-01,Canada,CAN,53.1355,-57.6604,275,3,269,3,0.0109,2020-10-02 04:23:51
2020-10-01,Canada,CAN,64.8255,-124.8457,5,0,5,0,0.0,2020-10-02 04:23:51
2020-10-01,Canada,CAN,44.6820,-63.7443,1088,65,1021,2,0.0597,2020-10-02 04:23:51
2020-10-01,Canada,CAN,51.2538,-85.3232,54643,2899,46591,5153,0.0531,2020-10-02 04:23:51
2020-10-01,Canada,CAN,46.5107,-63.4168,59,0,57,2,0.0,2020-10-02 04:23:51
2020-10-01,Canada,CAN,52.9399,-73.5491,75221,5850,63144,6227,0.0778,2020-10-02 04:23:51
2020-10-01,Canada,CAN,52.9399,-106.4509,1927,24,1759,144,0.0125,2020-10-02 04:23:51
2020-10-01,Canada,CAN,64.2823,-135.0,15,0,15,0,0.0,2020-10-02 04:23:51
2020-10-01,Central African Republic,CAF,6.6111,20.9394,4829,62,1914,2853,0.0128,2020-10-02 04:23:51
2020-10-01,Chad,TCD,15.4542,18.7322,1203,85,1067,51,0.0707,2020-10-02 04:23:51
2020-10-01,Chile,CHL,-23.6509,-70.3975,20000,493,19036,471,0.0247,2020-10-02 04:23:51
2020-10-01,Chile,CHL,-38.9489,-72.3311,7585,117,6783,685,0.0154,2020-10-02 04:23:51
2020-10-01,Chile,CHL,-18.594,-69.4785,8207,150,7671,386,0.0183,2020-10-02 04:23:51
2020-10-01,Chile,CHL,-23.8634,-69.1328,7066,67,6635,364,0.0095,2020-10-02 04:23:51
2020-10-01,Chile,CHL,-45.9864,-73.7669,479,1,283,195,0.0021,2020-10-02 04:23:51
2020-10-01,Chile,CHL,-37.4464,-72.1416,23824,338,21754,1732,0.0142,2020-10-02 04:23:51
2020-10-01,Chile,CHL,-29.959,-71.3389,11995,213,11435,347,0.0178,2020-10-02 04:23:51
